21/04/11 12:34:18,empleospublicos.pages,>>>>>>>>>>>>>>>>>>>>>>> https://empleospublicos.cl/teee/data/convocatorias_sii.txt?nocache=1618158858276 false
.21/04/11 12:38:49,empleospublicos.pages,empleospublicos.cl http://junji.myfront.cl/oferta-de-empleo/3733/proceso-abierto-auxiliares-de-servicios-menores-media-jornada-varias-comunas-region-de-ohiggins/
21/04/11 12:38:49,empleospublicos.pages,13/9/2019 -> 26/9/2019 23:59:00
21/04/11 12:38:49,empleospublicos.pages,19/09/13 -> 19/09/26
.21/04/11 12:38:49,empleospublicos.pages,empleospublicos.cl http://junji.myfront.cl/oferta-de-empleo/3734/ranking-tecnicos-en-atencion-de-parvulos-jardines-clasicos-region-de-ohiggins/
21/04/11 12:38:49,empleospublicos.pages,12/9/2019 -> 16/9/2019 23:59:00
21/04/11 12:38:49,empleospublicos.pages,19/09/12 -> 19/09/16
.21/04/11 12:38:49,empleospublicos.pages,empleospublicos.cl http://junji.myfront.cl/oferta-de-empleo/3728/auxiliar-de-extension-horaria-22-h-region-de-los-lagos-2/
21/04/11 12:38:49,empleospublicos.pages,12/9/2019 -> 23/9/2019 23:59:00
21/04/11 12:38:49,empleospublicos.pages,19/09/12 -> 19/09/23
.21/04/11 12:38:49,empleospublicos.pages,empleospublicos.cl http://junji.myfront.cl/oferta-de-empleo/3735/proceso-abierto-educadora-de-parvulos-comuna-de-andacollo-region-de-coquimbo/
21/04/11 12:38:49,empleospublicos.pages,12/9/2019 -> 24/9/2019 23:59:00
21/04/11 12:38:49,empleospublicos.pages,19/09/12 -> 19/09/24
.21/04/11 12:38:49,empleospublicos.pages,empleospublicos.cl http://junji.myfront.cl/oferta-de-empleo/3736/proceso-abierto-tecnicos-en-educacion-de-parvulos-comuna-de-andacollo-region-de-coquimbo/
21/04/11 12:38:49,empleospublicos.pages,12/9/2019 -> 25/9/2019 23:59:00
21/04/11 12:38:49,empleospublicos.pages,19/09/12 -> 19/09/25
.21/04/11 12:38:49,empleospublicos.pages,empleospublicos.cl http://junji.myfront.cl/oferta-de-empleo/3737/proceso-abierto-auxiliar-de-servicios-menores-comuna-de-andacollo-region-de-coquimbo/
21/04/11 12:38:49,empleospublicos.pages,13/9/2019 -> 17/9/2019 23:59:00
21/04/11 12:38:49,empleospublicos.pages,19/09/13 -> 19/09/17
.21/04/11 12:38:49,empleospublicos.pages,empleospublicos.cl http://junji.myfront.cl/oferta-de-empleo/3739/operario-oficina-de-abastecimiento-departamento-de-recursos-financieros-direccion-nacional/
21/04/11 12:38:49,empleospublicos.pages,16/9/2019 -> 23/9/2019 23:59:00
21/04/11 12:38:49,empleospublicos.pages,19/09/16 -> 19/09/23
.21/04/11 12:38:49,empleospublicos.pages,empleospublicos.cl http://junji.myfront.cl/oferta-de-empleo/3754/tecnico-en-educacion-de-parvulos-comuna-de-coyhaique-region-de-aysen/
21/04/11 12:38:49,empleospublicos.pages,16/9/2019 -> 25/9/2019 23:59:00
21/04/11 12:38:49,empleospublicos.pages,19/09/16 -> 19/09/25
.21/04/11 12:38:49,empleospublicos.pages,empleospublicos.cl http://junji.myfront.cl/oferta-de-empleo/3746/tecnicos-en-educacion-de-parvulos-apoyo-a-la-extension-horaria-varias-comunas-region-de-la-araucania/
21/04/11 12:38:49,empleospublicos.pages,16/9/2019 -> 25/9/2019 23:59:00
21/04/11 12:38:49,empleospublicos.pages,19/09/16 -> 19/09/25
.21/04/11 12:38:49,empleospublicos.pages,empleospublicos.cl http://junji.myfront.cl/oferta-de-empleo/3745/tecnicos-en-educacion-de-parvulos-extension-horaria-varias-comunas-region-de-la-araucania/
21/04/11 12:38:49,empleospublicos.pages,16/9/2019 -> 18/10/2019 23:59:00
21/04/11 12:38:49,empleospublicos.pages,19/09/16 -> 19/10/18
.21/04/11 12:38:49,empleospublicos.pages,empleospublicos.cl http://junji.myfront.cl/oferta-de-empleo/3749/tecnicosas-en-educacion-de-parvulos-de-reemplazo-comunas-region-metropolitana/
21/04/11 12:38:49,empleospublicos.pages,16/9/2019 -> 23/9/2019 23:59:00
21/04/11 12:38:49,empleospublicos.pages,19/09/16 -> 19/09/23
.21/04/11 12:38:49,empleospublicos.pages,empleospublicos.cl http://junji.myfront.cl/oferta-de-empleo/3740/proceso-abierto-administrativo-de-jardin-infantil-comuna-de-andacollo-region-de-coquimbo/
21/04/11 12:38:49,empleospublicos.pages,23/9/2019 -> 27/9/2019 23:59:00
21/04/11 12:38:49,empleospublicos.pages,19/09/23 -> 19/09/27
.21/04/11 12:38:49,empleospublicos.pages,empleospublicos.cl http://junji.myfront.cl/oferta-de-empleo/3793/psicologo-laboral-reemplazo-pre-y-post-natal-region-metropolitana/
21/04/11 12:38:49,empleospublicos.pages,23/9/2019 -> 26/9/2019 23:59:00
21/04/11 12:38:49,empleospublicos.pages,19/09/23 -> 19/09/26
.21/04/11 12:38:49,empleospublicos.pages,empleospublicos.cl http://junji.myfront.cl/oferta-de-empleo/3762/reemplazo-post-natal-tecnico-contable-para-rrff-en-direccion-regional-region-de-atacama/
21/04/11 12:38:49,empleospublicos.pages,24/9/2019 -> 1/10/2019 23:59:00
21/04/11 12:38:49,empleospublicos.pages,19/09/24 -> 19/10/01
.21/04/11 12:38:49,empleospublicos.pages,empleospublicos.cl http://junji.myfront.cl/oferta-de-empleo/3798/educadora-de-lengua-y-cultura-indigena-comuna-de-san-pedro-de-atacama-region-de-antofagasta-2/
21/04/11 12:38:49,empleospublicos.pages,24/9/2019 -> 27/9/2019 23:59:00
21/04/11 12:38:49,empleospublicos.pages,19/09/24 -> 19/09/27
.21/04/11 12:38:49,empleospublicos.pages,empleospublicos.cl http://junji.myfront.cl/oferta-de-empleo/3800/encargadoa-de-prevencion-de-riesgos-comuna-de-antofagasta-region-de-antofagasta/
21/04/11 12:38:49,empleospublicos.pages,24/9/2019 -> 28/9/2019 23:59:00
21/04/11 12:38:49,empleospublicos.pages,19/09/24 -> 19/09/28
.21/04/11 12:38:49,empleospublicos.pages,empleospublicos.cl http://junji.myfront.cl/oferta-de-empleo/3805/proceso-abierto-tecnico-en-educacion-parvularia-comuna-de-porvenir-region-de-magallanes-y-antart/
21/04/11 12:38:49,empleospublicos.pages,25/9/2019 -> 27/9/2019 23:59:00
21/04/11 12:38:49,empleospublicos.pages,19/09/25 -> 19/09/27
.21/04/11 12:38:49,empleospublicos.pages,empleospublicos.cl http://junji.myfront.cl/oferta-de-empleo/3803/tecnicoa-en-prevencion-de-riesgos-direccion-regional-del-maule/
21/04/11 12:38:49,empleospublicos.pages,25/9/2019 -> 25/9/2019 23:59:00
21/04/11 12:38:49,empleospublicos.pages,19/09/25 -> 19/09/25
.21/04/11 12:38:49,empleospublicos.pages,empleospublicos.cl http://junji.myfront.cl/oferta-de-empleo/3811/ranking-educadora-de-parvulos-varias-comunas-region-de-atacama/
21/04/11 12:38:49,empleospublicos.pages,25/9/2019 -> 30/9/2019 23:59:00
21/04/11 12:38:49,empleospublicos.pages,19/09/25 -> 19/09/30
.21/04/11 12:38:49,empleospublicos.pages,empleospublicos.cl http://junji.myfront.cl/oferta-de-empleo/3812/reemplazo-pre-y-post-natal-psicologoa-oficina-de-buen-trato-temuco-region-de-la-araucania/
21/04/11 12:38:49,empleospublicos.pages,25/9/2019 -> 26/9/2019 23:59:00
21/04/11 12:38:49,empleospublicos.pages,19/09/25 -> 19/09/26
.21/04/11 12:38:49,empleospublicos.pages,empleospublicos.cl http://junji.myfront.cl/oferta-de-empleo/3813/reemplazo-post-natal-trabajadora-social-comuna-de-temuco-region-de-la-araucania/
21/04/11 12:38:49,empleospublicos.pages,25/9/2019 -> 27/9/2019 23:59:00
21/04/11 12:38:49,empleospublicos.pages,19/09/25 -> 19/09/27
.21/04/11 12:38:49,empleospublicos.pages,empleospublicos.cl http://junji.myfront.cl/oferta-de-empleo/3815/tecnico-en-parvulos-barrio-civico-comuna-de-valdivia-region-de-los-rios/
21/04/11 12:38:49,empleospublicos.pages,26/9/2019 -> 10/10/2019 23:59:00
21/04/11 12:38:49,empleospublicos.pages,19/09/26 -> 19/10/10
.21/04/11 12:38:49,empleospublicos.pages,empleospublicos.cl http://junji.myfront.cl/oferta-de-empleo/3818/ranking-auxiliar-de-servicios-media-jornada-varias-comunas-region-de-atacama/
21/04/11 12:38:49,empleospublicos.pages,26/9/2019 -> 10/10/2019 23:59:00
21/04/11 12:38:49,empleospublicos.pages,19/09/26 -> 19/10/10
.21/04/11 12:38:49,empleospublicos.pages,empleospublicos.cl http://junji.myfront.cl/oferta-de-empleo/3821/auxiliar-de-servicios-menores-comuna-de-lago-ranco-region-de-los-rios/
21/04/11 12:38:49,empleospublicos.pages,26/9/2019 -> 30/9/2019 23:59:00
21/04/11 12:38:49,empleospublicos.pages,19/09/26 -> 19/09/30
.21/04/11 12:38:49,empleospublicos.pages,empleospublicos.cl http://junji.myfront.cl/oferta-de-empleo/3819/ranking-auxiliar-de-servicios-varias-comunas-region-de-atacama/
21/04/11 12:38:49,empleospublicos.pages,27/9/2019 -> 1/10/2019 23:59:00
21/04/11 12:38:49,empleospublicos.pages,19/09/27 -> 19/10/01
.21/04/11 12:38:49,empleospublicos.pages,empleospublicos.cl http://junji.myfront.cl/oferta-de-empleo/3829/reemplazo-asesor-de-las-unidades-educativas-mencion-inclusion-region-de-la-araucania/
21/04/11 12:38:49,empleospublicos.pages,27/9/2019 -> 18/10/2019 23:59:00
21/04/11 12:38:49,empleospublicos.pages,19/09/27 -> 19/10/18
.21/04/11 12:38:49,empleospublicos.pages,empleospublicos.cl http://junji.myfront.cl/oferta-de-empleo/3831/tecnico-en-at-de-parvulos-ji-alternativo-los-grillitos-placilla-ohiggins/
21/04/11 12:38:49,empleospublicos.pages,1/10/2019 -> 04/10/2019 23:59:00
21/04/11 12:38:49,empleospublicos.pages,19/10/01 -> 19/10/04
.21/04/11 12:38:49,empleospublicos.pages,empleospublicos.cl http://junji.myfront.cl/oferta-de-empleo/3842/tecnicoa-unidad-de-personal-sub-direccion-gestion-de-personas-chillan/
21/04/11 12:38:49,empleospublicos.pages,4/10/2019 -> 30/10/2019 23:59:00
21/04/11 12:38:49,empleospublicos.pages,19/10/04 -> 19/10/30
.21/04/11 12:38:49,empleospublicos.pages,empleospublicos.cl http://junji.myfront.cl/oferta-de-empleo/3893/educadoras-de-parvulos-en-calidad-de-reemplazo-region-tarapaca/
21/04/11 12:38:49,empleospublicos.pages,4/10/2019 -> 30/10/2019 23:59:00
21/04/11 12:38:49,empleospublicos.pages,19/10/04 -> 19/10/30
.21/04/11 12:38:49,empleospublicos.pages,empleospublicos.cl http://junji.myfront.cl/oferta-de-empleo/3896/tecnicos-en-educacion-parvularia-en-calidad-de-reemplazo-region-tarapaca/
21/04/11 12:38:49,empleospublicos.pages,4/10/2019 -> 30/10/2019 23:59:00
21/04/11 12:38:49,empleospublicos.pages,19/10/04 -> 19/10/30
.21/04/11 12:38:49,empleospublicos.pages,empleospublicos.cl http://junji.myfront.cl/oferta-de-empleo/3897/auxiliar-de-servicios-de-reemplazo-para-jardin-infantil-region-tarapaca/
21/04/11 12:38:49,empleospublicos.pages,4/10/2019 -> 8/10/2019 23:59:00
21/04/11 12:38:49,empleospublicos.pages,19/10/04 -> 19/10/08
.21/04/11 12:38:49,empleospublicos.pages,empleospublicos.cl http://junji.myfront.cl/oferta-de-empleo/3899/encargada-de-jardin-infantil-ubb-collao-comuna-de-concepcion-region-del-bio-bio/
21/04/11 12:38:49,empleospublicos.pages,7/10/2019 -> 14/10/2019 23:59:00
21/04/11 12:38:49,empleospublicos.pages,19/10/07 -> 19/10/14
.21/04/11 12:38:49,empleospublicos.pages,empleospublicos.cl http://junji.myfront.cl/oferta-de-empleo/3907/tecnicos-en-educacion-de-parvulos-media-jornada-region-de-coquimbo/
21/04/11 12:38:49,empleospublicos.pages,7/10/2019 -> 8/10/2019 23:59:00
21/04/11 12:38:49,empleospublicos.pages,19/10/07 -> 19/10/08
.21/04/11 12:38:49,empleospublicos.pages,empleospublicos.cl http://junji.myfront.cl/oferta-de-empleo/3909/auxiliares-de-servicios-menores-media-jornada-region-de-coquimbo/
21/04/11 12:38:49,empleospublicos.pages,7/10/2019 -> 11/10/2019 23:59:00
21/04/11 12:38:49,empleospublicos.pages,19/10/07 -> 19/10/11
.21/04/11 12:38:49,empleospublicos.pages,empleospublicos.cl http://junji.myfront.cl/oferta-de-empleo/3911/auxiliar-de-servicios-oficina-regional-metropolitana/
21/04/11 12:38:49,empleospublicos.pages,8/10/2019 -> 11/10/2019 23:59:00
21/04/11 12:38:49,empleospublicos.pages,19/10/08 -> 19/10/11
.21/04/11 12:38:49,empleospublicos.pages,empleospublicos.cl http://junji.myfront.cl/oferta-de-empleo/3833/coordinador-regional-de-construccion-y-mantencion-de-espacios-educativos-cmeereg-los-lagos/
21/04/11 12:38:49,empleospublicos.pages,8/10/2019 -> 30/10/2019 23:59:00
21/04/11 12:38:49,empleospublicos.pages,19/10/08 -> 19/10/30
.21/04/11 12:38:49,empleospublicos.pages,empleospublicos.cl http://junji.myfront.cl/oferta-de-empleo/3929/ranking-tecnico-en-educacion-parvularia-varias-comunas-de-region-de-los-rios/
21/04/11 12:38:49,empleospublicos.pages,8/10/2019 -> 11/10/2019 23:59:00
21/04/11 12:38:49,empleospublicos.pages,19/10/08 -> 19/10/11
.21/04/11 12:38:49,empleospublicos.pages,empleospublicos.cl http://junji.myfront.cl/oferta-de-empleo/3930/tecnico-en-educacion-de-parvulos-comuna-de-taltal-region-de-antofagasta/
21/04/11 12:38:49,empleospublicos.pages,10/10/2019 -> 30/10/2019 23:59:00
21/04/11 12:38:49,empleospublicos.pages,19/10/10 -> 19/10/30
.21/04/11 12:38:49,empleospublicos.pages,empleospublicos.cl http://junji.myfront.cl/oferta-de-empleo/3961/ranking-auxiliar-de-servicios-menores-jardin-infantil-region-del-bio-bio/
21/04/11 12:38:49,empleospublicos.pages,10/10/2019 -> 04/11/2019 23:59:00
21/04/11 12:38:49,empleospublicos.pages,19/10/10 -> 19/11/04
.21/04/11 12:38:49,empleospublicos.pages,empleospublicos.cl http://junji.myfront.cl/oferta-de-empleo/3962/ranking-auxiliar-de-servicios-menores-junji-region-de-ohiggins/
21/04/11 12:38:49,empleospublicos.pages,10/10/2019 -> 17/10/2019 23:59:00
21/04/11 12:38:49,empleospublicos.pages,19/10/10 -> 19/10/17
.21/04/11 12:38:49,empleospublicos.pages,empleospublicos.cl http://junji.myfront.cl/oferta-de-empleo/3963/auxiliar-de-servicios-menores-comuna-de-porvenir-region-de-magallanes-y-antartica-chilena/
21/04/11 12:38:49,empleospublicos.pages,10/10/2019 -> 17/10/2019 23:59:00
21/04/11 12:38:49,empleospublicos.pages,19/10/10 -> 19/10/17
.21/04/11 12:38:49,empleospublicos.pages,empleospublicos.cl http://junji.myfront.cl/oferta-de-empleo/3964/administrativo-de-jardin-infantil-comuna-de-porvenir-region-de-magallanes-y-antartica-chilena/
21/04/11 12:38:49,empleospublicos.pages,10/10/2019 -> 16/10/2019 23:59:00
21/04/11 12:38:49,empleospublicos.pages,19/10/10 -> 19/10/16
.21/04/11 12:38:49,empleospublicos.pages,empleospublicos.cl http://junji.myfront.cl/oferta-de-empleo/3970/tecnicosas-en-educacion-de-parvulos-comuna-de-limache-region-de-valparaiso/
21/04/11 12:38:49,empleospublicos.pages,10/10/2019 -> 16/10/2019 23:59:00
21/04/11 12:38:49,empleospublicos.pages,19/10/10 -> 19/10/16
.21/04/11 12:38:49,empleospublicos.pages,empleospublicos.cl http://junji.myfront.cl/oferta-de-empleo/3971/tecnico-en-atencion-de-parvulos-jardin-infantil-rene-rodriguez-comuna-de-quilpue-v-region/
21/04/11 12:38:49,empleospublicos.pages,11/10/2019 -> 15/10/2019 23:59:00
21/04/11 12:38:49,empleospublicos.pages,19/10/11 -> 19/10/15
.21/04/11 12:38:49,empleospublicos.pages,empleospublicos.cl http://junji.myfront.cl/oferta-de-empleo/3980/encargada-jardines-infantiles-buin-region-metropolitana/
21/04/11 12:38:49,empleospublicos.pages,11/10/2019 -> 18/10/2019 23:59:00
21/04/11 12:38:49,empleospublicos.pages,19/10/11 -> 19/10/18
.21/04/11 12:38:49,empleospublicos.pages,empleospublicos.cl http://junji.myfront.cl/oferta-de-empleo/3981/arquitecto-subd-de-construccion-y-mantencion-de-espacios-educativos-region-de-atacama/
21/04/11 12:38:49,empleospublicos.pages,16/10/2019 -> 22/10/2019 23:59:00
21/04/11 12:38:49,empleospublicos.pages,19/10/16 -> 19/10/22
.21/04/11 12:38:49,empleospublicos.pages,empleospublicos.cl http://junji.myfront.cl/oferta-de-empleo/4017/proceso-abierto-auxiliar-de-servicios-menores-de-media-jornada-para-la-region-metropolitana/
21/04/11 12:38:49,empleospublicos.pages,16/10/2019 -> 23/10/2019 23:59:00
21/04/11 12:38:49,empleospublicos.pages,19/10/16 -> 19/10/23
.21/04/11 12:38:49,empleospublicos.pages,empleospublicos.cl http://junji.myfront.cl/oferta-de-empleo/4033/ranking-educadora-de-parvulos-varias-comunas-region-de-aysen/
21/04/11 12:38:49,empleospublicos.pages,17/10/2019 -> 23/10/2019 23:59:00
21/04/11 12:38:49,empleospublicos.pages,19/10/17 -> 19/10/23
.21/04/11 12:38:49,empleospublicos.pages,empleospublicos.cl http://junji.myfront.cl/oferta-de-empleo/4040/ranking-educadora-de-parvulos-provincias-de-cautin-y-malleco-region-de-la-araucania/
21/04/11 12:38:49,empleospublicos.pages,17/10/2019 -> 23/10/2019 23:59:00
21/04/11 12:38:49,empleospublicos.pages,19/10/17 -> 19/10/23
.21/04/11 12:38:49,empleospublicos.pages,empleospublicos.cl http://junji.myfront.cl/oferta-de-empleo/4041/ranking-tecnicos-en-educacion-de-parvulos-varias-comunas-region-de-la-araucania/
21/04/11 12:38:49,empleospublicos.pages,17/10/2019 -> 23/10/2019 23:59:00
21/04/11 12:38:49,empleospublicos.pages,19/10/17 -> 19/10/23
.21/04/11 12:38:49,empleospublicos.pages,empleospublicos.cl https://www.hcmfront.com/process/selection/postulant/4042/
21/04/11 12:38:49,empleospublicos.pages,17/10/2019 -> 23/10/2019 23:59:00
21/04/11 12:38:49,empleospublicos.pages,19/10/17 -> 19/10/23
.21/04/11 12:38:49,empleospublicos.pages,empleospublicos.cl https://www.hcmfront.com/process/selection/postulant/4043/
21/04/11 12:38:49,empleospublicos.pages,17/10/2019 -> 23/10/2019 23:59:00
21/04/11 12:38:49,empleospublicos.pages,19/10/17 -> 19/10/23
.21/04/11 12:38:49,empleospublicos.pages,empleospublicos.cl http://junji.myfront.cl/oferta-de-empleo/4044/ranking-auxiliar-de-servicios-de-jardin-varias-comunas-region-de-aysen/
21/04/11 12:38:49,empleospublicos.pages,18/10/2019 -> 21/10/2019 23:59:00
21/04/11 12:38:49,empleospublicos.pages,19/10/18 -> 19/10/21
.21/04/11 12:38:49,empleospublicos.pages,empleospublicos.cl http://junji.myfront.cl/oferta-de-empleo/4046/tecnico-en-parvulos-media-jornada-jardines-infantiles-region-metropolitana/
21/04/11 12:38:49,empleospublicos.pages,18/10/2019 -> 21/10/2019 23:59:00
21/04/11 12:38:49,empleospublicos.pages,19/10/18 -> 19/10/21
.21/04/11 12:38:49,empleospublicos.pages,empleospublicos.cl http://junji.myfront.cl/oferta-de-empleo/4047/encargada-nuevo-jardin-infantil-puente-alto-region-metropolitana/
21/04/11 12:38:49,empleospublicos.pages,15-10-2019 -> 21/10/2019 23:59:00
21/04/11 12:38:49,empleospublicos.pages,19/10/15 -> 19/10/21
.21/04/11 12:38:49,empleospublicos.pages,empleospublicos.cl http://junji.myfront.cl/oferta-de-empleo/4055/tecnico-en-parvulos-comuna-de-rio-bueno-rural-region-de-los-rios/
21/04/11 12:38:49,empleospublicos.pages,24/10/2019 -> 7/11/2019 23:59:00
21/04/11 12:38:49,empleospublicos.pages,19/10/24 -> 19/11/07
.21/04/11 12:38:49,empleospublicos.pages,empleospublicos.cl http://junji.myfront.cl/oferta-de-empleo/4070/auxiliar-de-extension-horaria-22-h-region-de-los-lagos-3/
21/04/11 12:38:49,empleospublicos.pages,24/10/2019 -> 7/11/2019 23:59:00
21/04/11 12:38:49,empleospublicos.pages,19/10/24 -> 19/11/07
.21/04/11 12:38:49,empleospublicos.pages,empleospublicos.cl http://junji.myfront.cl/oferta-de-empleo/4068/tecnico-de-extension-horaria-22-h-region-de-los-lagos-2/
21/04/11 12:38:49,empleospublicos.pages,25/10/2019 -> 4/11/2019 23:59:00
21/04/11 12:38:49,empleospublicos.pages,19/10/25 -> 19/11/04
.21/04/11 12:38:49,empleospublicos.pages,empleospublicos.cl http://junji.myfront.cl/oferta-de-empleo/4079/tecnico-financiero-a-honorarios-direccion-regional-de-la-junji-region-de-los-lagos/
21/04/11 12:38:49,empleospublicos.pages,28/10/2019 -> 8/11/2019 23:59:00
21/04/11 12:38:49,empleospublicos.pages,19/10/28 -> 19/11/08
.21/04/11 12:38:49,empleospublicos.pages,empleospublicos.cl http://junji.myfront.cl/oferta-de-empleo/4036/educadora-de-lengua-y-cultura-indigena-comuna-de-san-pedro-de-atacama-region-de-antofagasta-3/
21/04/11 12:38:49,empleospublicos.pages,29/10/2019 -> 6/11/2019 23:59:00
21/04/11 12:38:49,empleospublicos.pages,19/10/29 -> 19/11/06
.21/04/11 12:38:49,empleospublicos.pages,empleospublicos.cl http://junji.myfront.cl/oferta-de-empleo/4080/arquitectoa-cuidad-de-valdivia-region-de-los-rios/
21/04/11 12:38:49,empleospublicos.pages,30/10/2019 -> 7/11/2019 23:59:00
21/04/11 12:38:49,empleospublicos.pages,19/10/30 -> 19/11/07
.21/04/11 12:38:49,empleospublicos.pages,empleospublicos.cl http://junji.myfront.cl/oferta-de-empleo/4117/tecnico-en-educacion-de-parvulos-comuna-de-lago-ranco-rural-region-de-los-rios/
21/04/11 12:38:49,empleospublicos.pages,4/11/2019 -> 7/11/2019 23:59:00
21/04/11 12:38:49,empleospublicos.pages,19/11/04 -> 19/11/07
.21/04/11 12:38:49,empleospublicos.pages,empleospublicos.cl http://junji.myfront.cl/oferta-de-empleo/4129/administrativoa-unidad-de-desarrollo-comuna-de-antofagasta-region-de-antofagasta/
21/04/11 12:38:49,empleospublicos.pages,4/11/2019 -> 6/11/2019 23:59:00
21/04/11 12:38:49,empleospublicos.pages,19/11/04 -> 19/11/06
.21/04/11 12:38:49,empleospublicos.pages,empleospublicos.cl http://junji.myfront.cl/oferta-de-empleo/4134/administrativoa-remuneraciones-direccion-regional-del-maule/
21/04/11 12:38:49,empleospublicos.pages,5/11/2019 -> 11/11/2019 23:59:00
21/04/11 12:38:49,empleospublicos.pages,19/11/05 -> 19/11/11
.21/04/11 12:38:49,empleospublicos.pages,empleospublicos.cl http://junji.myfront.cl/oferta-de-empleo/4137/encargada-unidad-educativa-comuna-de-paillaco-region-de-los-rios/
21/04/11 12:38:49,empleospublicos.pages,5/11/2019 -> 5/11/2019 23:59:00
21/04/11 12:38:49,empleospublicos.pages,19/11/05 -> 19/11/05
